Serial,WindSpeed(m/s),Pressure(hpa),Temperature(°C),Humidity(%),Sunlight(Lux),Power(mW)
20240924070004,0,1007.95,31.63,100,29751.75,540.83
20240924071004,0,1008.07,33.49,100,32201.83,606.7
20240924072004,0,1008.07,33,100,21379.83,267.36
20240924073004,0,1008.2,30.53,100,13012.83,70.77
20240924074004,0,1008.17,31.89,100,33145.47,587.04
20240924075004,0,1008.23,33.4,100,32910.92,496.66
20240924080004,0,1008.22,34.89,100,46707.97,845.72
20240924081004,0,1008.19,35.39,100,43539.98,758.73
20240924082004,0,1008.2,37.22,100,61551.77,948.26
20240924083004,0,1008.19,40.36,100,54197.02,811.58
20240924084004,0,1008.02,39.91,96.1,59626.06,929.08
20240924085004,0,1007.88,39.14,93.23,57147.61,766.88
20240925070004,0,1006.33,30.4,100,12811.75,75.63
20240925071004,0,1006.44,30.55,100,14523.5,98.62
20240925072004,0,1006.53,31.57,100,19908.42,203.53
20240925073004,0,1006.66,33.16,100,24388.83,326.15
20240925074004,0,1006.78,33.76,100,19893.42,184.86
20240925075004,0,1006.84,33.63,100,20619.75,198.21
20240925080004,0,1006.87,34.3,100,23176.42,252.04
20240925081004,0,1006.85,35.24,100,29429.83,405.93
20240925082004,0,1006.84,36.29,100,33648.75,513.85
20240925083004,0,1006.82,37.21,94.87,37055.08,611.55
20240925084004,0,1006.76,39.54,78,64929.07,910.79
20240925085004,0,1006.8,45.75,47.26,101758.64,980.54
20240926070004,0,1005.66,29.35,100,5589.75,18.99
20240926071004,0,1005.83,29.82,100,6844.67,25.32
20240926072004,0,1006.03,30.11,100,7387.92,31.49
20240926073004,0,1006.05,30.67,100,10779.92,62.18
20240926074004,0,1006.01,31.32,100,12341.33,77.67
20240926075004,0,1006.13,31.44,100,8494.58,37.41
20240926080004,0,1006.19,31.34,100,8392.67,36.45
20240926081004,0,1006.1,31.77,100,8849.17,45.17
20240926082004,0,1006.13,32.06,100,9081.42,47.16
20240926083004,0,1006.23,31.98,100,7274.17,29.9
20240926084004,0,1006.21,32.27,100,10699.5,65.57
20240926085004,0,1006.17,33.5,100,16629.5,143.7
20240927070004,0,1005.3,27.08,100,9962.17,49.35
20240927071004,0,1005.34,27.6,100,11830.5,69.4
20240927072004,0,1005.44,28.32,100,14028.92,98.24
20240927073004,0,1005.46,29.09,100,21086.92,217.31
20240927074004,0,1005.33,30.55,100,31096.75,465.66
20240927075004,0,1005.25,32.97,100,48012.31,830.46
20240927080004,0,1005.29,34.84,100,43499.78,714.79
20240927081004,0,1005.28,34.36,100,41227.06,673.39
20240927082004,0,1005.29,38.52,98.38,76943.45,1021.55
20240927083004,0,1005.19,42.04,79.86,69630.34,886.42
20240927084004,0,1005.15,43.46,69.37,75731.27,906.69
20240927085004,0,1005.15,43.3,54.47,63034.91,834.46
20240928070004,0,1004.57,25.15,100,4165.5,10.31
20240928071004,0,1004.72,25.8,100,11189.58,70.49
20240928072004,0,1004.91,26.46,100,10130.17,52.06
20240928073004,0,1005.06,27.3,100,16004.33,133
20240928074004,0,1005.14,28.79,100,20268.08,240.08
20240928075004,0,1005.29,28.49,100,19152.5,209.46
20240928080004,0,1005.43,29.3,100,21768.75,272.14
20240928081004,0,1005.29,29.21,100,17815.17,193.72
20240928082004,0,1005.2,31.59,100,39370.25,622.83
20240928083004,0,1005.14,33.32,100,35033.91,590.69
20240928084004,0,1005.14,34.36,100,60991.92,791.72
20240928085004,0,1005.04,37.75,96.03,52314.8,680.55
20240929070004,0,1003.86,25.98,100,8821.33,44.67
20240929071004,0,1004.02,26.29,100,10004.08,56.15
20240929072004,0,1004.3,26.74,100,11254.75,75.39
20240929073004,0,1004.52,27.96,100,20365.92,228.91
20240929074004,0,1004.76,28.86,100,22113.5,264.42
20240929075004,0,1004.83,29.43,100,20629.17,246.3
20240929080004,0,1004.87,29.82,100,21396.25,253.24
20240929081004,0,1005.13,30.2,100,18128.42,190.24
20240929082004,0,1005.18,30.87,100,19688.33,233.26
20240929083004,0,1005.04,31.85,100,23505.08,318.93
20240929084004,0,1004.99,32.91,100,25807.5,383.66
20240929085004,0,1004.84,35.69,100,63944.3,795.12
20240930070004,0,1003.77,23.94,100,360.83,0.05
20240930071004,0,1003.99,23.87,100,499.66,0.1
20240930072004,0,1004.05,23.89,100,795.5,0.23
20240930073004,0,1004,23.93,100,1386.58,0.79
20240930074004,0,1004.22,24.05,100,2275,2.34
20240930075004,0,1004.18,24.27,100,4460.5,10.37
20240930080004,0,1003.74,24.69,100,6971.5,28.73
20240930081004,0,1003.44,25.33,100,12087.08,84.17
20240930082004,0,1003.33,25.87,100,12871.83,100.32
20240930083004,0,1003.22,26.23,100,10873.33,77.7
20240930084004,0,1002.79,26.01,100,12375.33,89.48
20240930085004,0,1002.88,25.88,100,9294.5,45.7
20241001070004,0,1002.16,24.48,100,8433.92,18.81
20241001071004,0,1002.34,24.54,100,6911.42,13.39
20241001072004,0,1002.49,24.61,100,6096.75,10.17
20241001073004,0,1002.53,24.79,100,10899.33,32.4
20241001074004,0,1002.51,25.15,100,11313.75,35.72
20241001075004,0,1002.64,25.16,100,7962.42,19.29
20241001080004,0,1002.68,25.02,100,6631.5,13.24
20241001081004,0,1002.89,25.07,100,7811,17.22
20241001082004,0,1002.75,26.25,100,22800.83,152.4
20241001083004,0,1002.4,29.35,100,54386.4,762.16
20241001084004,0,1002.1,32.91,100,81586.93,1259.65
20241001085004,0,1002.05,33.79,100,69125.6,1143.7
20241002070004,0,1003.75,23.8,100,4439.08,7.03
20241002071004,0,1004.02,24.06,100,9372.5,29.01
20241002072004,0,1003.94,24.65,100,11832.42,44.96
20241002073004,0,1004.14,24.86,100,12639.33,51.91
20241002074004,0,1004.32,25.22,100,15779.42,83.54
20241002075004,0,1004.39,25.82,100,20436.17,142.68
20241002080004,0,1004.5,26.44,100,24278.17,207.76
20241002081004,0,1004.54,27.32,100,26351.75,253.43
20241002082004,0,1004.62,27.09,100,15971.83,96.8
20241002083004,0,1004.59,26.85,100,15588,83.49
20241002084004,0,1004.54,27.31,100,20753.08,158.23
20241002085004,0,1004.59,28.24,100,22948,190.19
20241003070004,0,1005.64,24.99,100,7513.83,22.55
20241003071004,0,1005.58,25.02,100,7095.08,18.68
20241003072004,0,1005.55,24.99,100,6333.92,16.03
20241003073004,0,1005.62,25.07,100,7473.33,20.61
20241003074004,0,1005.86,25,100,8100.42,23.47
20241003075004,0,1006.04,25.01,100,8720.75,27.79
20241003080004,0,1006.32,24.82,100,6494.75,15.21
20241003081004,0,1006.56,24.69,100,6036.83,13.49
20241003082004,0,1006.59,24.69,100,5940.33,12.63
20241003083004,0,1006.84,24.48,100,3631.67,4.09
20241003084004,0,1006.94,24.39,100,5239.42,8.89
20241003085004,0,1006.92,24.57,100,6254.17,13.28
20241015070004,0,1009.38,26.87,100,9615.08,59.93
20241015071004,0,1009.44,26.15,100,9042.5,52.9
20241015072004,0,1009.54,28.21,100,26061.17,495.51
20241015073004,0,1009.79,31.92,100,39184.9,742.78
20241015074004,0,1009.88,35.44,93.42,55394.24,869.59
20241015075004,0,1010.01,37.33,76.44,48188.23,808.04
20241015080004,0,1010.09,38.4,63.4,61434.08,880.42
20241015081004,0,1010.32,38.94,57.22,62881.46,871.91
20241015082004,0,1010.4,37.86,61.42,34010.98,453
20241015083004,0,1010.31,38.29,64.45,65549.79,853.78
20241015084004,0,1010.22,42.02,48.36,76913.44,846.22
20241015085004,0,1010.02,39.83,50.38,47493.21,709.07
20241016070004,0,1010.93,31.71,100,24113.25,506.93
20241016071004,0,1010.96,33.89,100,33028.5,743.99
20241016072004,0,1011.03,35.51,100,37073.56,768.13
20241016073004,0,1011.1,36.57,100,44262.96,821.45
20241016074004,0,1011.24,37.53,99.98,49520.61,838.35
20241016075004,0,1011.49,38.54,90.91,56453.68,862.15
20241016080004,0,1011.56,39.24,83.52,60691.07,861.81
20241016081004,0,1011.61,40.53,77.9,67068.36,865.92
20241016082004,0,1011.69,40.34,71.07,56554.66,816.68
20241016083004,0,1011.69,39.81,76.01,58642.45,843.62
20241016084004,0,1011.68,41.06,68.1,67520.27,862.55
20241016085004,0,1011.68,42.13,62.09,71898.36,864.44
20241017070004,0,1010.31,27.26,100,16018.67,139.94
20241017071004,0,1010.27,28.84,100,27065.92,449.67
20241017072004,0,1010.23,32.23,100,32743.17,617.84
20241017073004,0,1010.24,34.02,100,43920.05,729.35
20241017074004,0,1010.36,36.52,99.06,50737.26,821.32
20241017075004,0,1010.44,38.72,87.3,58007.26,851.31
20241017080004,0,1010.58,39.55,78.96,56085.14,796.45
20241017081004,0,1010.53,40.93,67.36,70883.13,862.69
20241017082004,0,1010.53,42.24,61.37,68823.19,836.06
20241017083004,0,1010.58,43.32,54.64,83185.79,872.4
20241017084004,0,1010.68,42.96,52.92,61854.55,769.39
20241017085004,0,1010.7,40.42,60.28,47323.22,718.3
20241018070004,0,1008.76,34.1,100,27570.25,618.99
20241018071004,0,1008.89,35.06,100,32172.33,713.86
20241018072004,0,1008.92,36.63,99.37,37387.25,763.48
20241018073004,0,1009.01,37.56,92.35,43507.73,798.38
20241018074004,0,1009.04,38.26,84.69,49537.33,822.68
20241018075004,0,1009.05,38.99,76.85,55064.51,839.86
20241018080004,0,1009.1,40.29,70.01,61066.61,842.35
20241018081004,0,1009.14,41.46,59.06,65548.38,844.37
20241018082004,0,1009.18,42.24,55.16,68903.69,848.09
20241018083004,0,1009.19,43.38,49.36,71365.04,846.52
20241018084004,0,1009.12,43.8,47.25,73073.69,849.58
20241018085004,0,1009.11,44.32,44.11,73889.83,847.39
20241019070004,0,1010.11,32.44,100,28365.58,659.24
20241019071004,0,1010.2,33.44,100,32823.08,745.09
20241019072004,0,1010.2,35.11,95.18,38281.16,788.03
20241019073004,0,1010.21,36.11,84.82,44321.72,818.74
20241019074004,0,1010.37,37.47,78.66,50368.2,835.11
20241019075004,0,1010.42,38.12,66.63,56119.1,851.72
20241019080004,0,1010.47,38.99,58.95,62021.65,857.76
20241019081004,0,1010.45,38.99,55,66403.34,868.55
20241019082004,0,1010.52,40.26,51.35,69410.94,863.2
20241019083004,0,1010.46,40.54,46.77,71738.08,865.71
20241019084004,0,1010.35,41.31,44.69,73329.93,866.88
20241019085004,0,1010.29,42.05,42.79,74379.48,861.96
20241020070004,0,1013.68,24.65,100,1108.5,0.62
20241020071004,0,1013.78,24.89,100,2008.33,2.92
20241020072004,0,1013.98,25.49,100,6083.58,22.33
20241020073004,0,1014.04,25.79,100,5335.92,16.85
20241020074004,0,1014.17,26.01,100,5190.08,16.28
20241020075004,0,1014.28,26.2,100,7752,33.64
20241020080004,0,1014.29,26.29,100,7912.08,35.81
20241020081004,0,1014.25,26.85,100,11398.42,75.42
20241020082004,0,1014.35,27.3,100,12298,85.99
20241020083004,0,1014.41,27.46,100,16027.83,156.1
20241020084004,0,1014.53,27.48,100,11467.25,90.95
20241020085004,0,1014.61,26.76,100,9413.25,53.31
20241021070004,0,1012.23,26.12,100,5594.75,17.96
20241021071004,0,1012.28,25.91,100,3772.25,8.19
20241021072004,0,1012.35,25.78,100,2713.08,3.9
20241021073004,0,1012.45,25.82,100,4179.42,9.26
20241021074004,0,1012.49,26.09,100,6599.92,26.53
20241021075004,0,1012.55,26.64,100,10973.58,65.9
20241021080004,0,1012.62,27.18,100,14097.75,103.66
20241021081004,0,1012.74,27.33,100,12846.17,86.52
20241021082004,0,1012.85,28.39,100,25517.92,343.36
20241021083004,0,1012.87,29.97,100,29538,456.14
20241021084004,0,1012.86,31.18,100,35077.08,592
20241021085004,0,1012.79,32.7,100,34453.08,579.86
20241022070004,0,1010.39,25.51,100,13689.17,163.12
20241022071004,0,1010.45,28.26,100,27768.75,599.37
20241022072004,0,1010.31,31.22,100,33905.83,697.75
20241022073004,0,1010.22,33.36,100,39933.31,753.38
20241022074004,0,1010.22,34.57,100,46150.04,782.19
20241022075004,0,1010.34,34.34,100,49560.06,749.94
20241022080004,0,1010.39,36.59,100,58385.32,804.17
20241022081004,0,1010.39,38.44,100,63142.9,801.44
20241022082004,0,1010.33,38.56,100,66125.9,811.55
20241022083004,0,1010.23,39.33,100,68416.91,810.7
20241022084004,0,1010.08,40.62,94.86,69590.81,804.01
20241022085004,0,1010,41.91,87.08,72630.23,797.11
